PMID,Title,Authors,Citation,First Author,Journal/Book,Publication Year,Create Date,PMCID,NIHMS ID,DOI
"33195446","The Role of microRNAs in Heart Failure: A Systematic Review","Peterlin A, Počivavšek K, Petrovič D, Peterlin B.","Front Cardiovasc Med. 2020 Oct 15;7:161. doi: 10.3389/fcvm.2020.00161. eCollection 2020.","Peterlin A","Front Cardiovasc Med","2020","2020/11/16","PMC7593250","","10.3389/fcvm.2020.00161"
"33551838","Current Status and Potential Therapeutic Strategies for Using Non-coding RNA to Treat Diabetic Cardiomyopathy","Rai AK, Lee B, Gomez R, Rajendran D, Khan M, Garikipati VNS.","Front Physiol. 2021 Jan 22;11:612722. doi: 10.3389/fphys.2020.612722. eCollection 2020.","Rai AK","Front Physiol","2021","2021/02/08","PMC7862744","","10.3389/fphys.2020.612722"
"27554105","Study to Improve Cardiovascular Outcomes in high-risk older patieNts (ICON1) with acute coronary syndrome: study design and protocol of a prospective observational study","Kunadian V, Neely RD, Sinclair H, Batty JA, Veerasamy M, Ford GA, Qiu W.","BMJ Open. 2016 Aug 23;6(8):e012091. doi: 10.1136/bmjopen-2016-012091.","Kunadian V","BMJ Open","2016","2016/08/25","PMC5013351","","10.1136/bmjopen-2016-012091"
"32537679","Cardiomyocyte microvesicles: proinflammatory mediators after myocardial ischemia?","Siegel PM, Schmich J, Barinov G, Bojti I, Vedecnik C, Simanjuntak NR, Bode C, Moser M, Peter K, Diehl P.","J Thromb Thrombolysis. 2020 Oct;50(3):533-542. doi: 10.1007/s11239-020-02156-x.","Siegel PM","J Thromb Thrombolysis","2020","2020/06/16","PMC8443479","","10.1007/s11239-020-02156-x"
"31120819","Stimulating Cardiogenesis as a Treatment for Heart Failure","Heallen TR, Kadow ZA, Kim JH, Wang J, Martin JF.","Circ Res. 2019 May 24;124(11):1647-1657. doi: 10.1161/CIRCRESAHA.118.313573.","Heallen TR","Circ Res","2019","2019/05/24","PMC6534162","NIHMS1527932","10.1161/CIRCRESAHA.118.313573"
"32864001","MicroRNA-214-5p protects against myocardial ischemia reperfusion injury through targeting the FAS ligand","Lu Y, Xi J, Zhang Y, Li C, Chen W, Hu X, Zhang M, Zhang F, Wei H, Li Z, Wang Z.","Arch Med Sci. 2019 May 28;16(5):1119-1129. doi: 10.5114/aoms.2019.85405. eCollection 2020.","Lu Y","Arch Med Sci","2019","2020/09/01","PMC7444694","","10.5114/aoms.2019.85405"
"35911274","Association of Depression With Cardiovascular Diseases","Warriach ZI, Patel S, Khan F, Ferrer GF.","Cureus. 2022 Jun 24;14(6):e26296. doi: 10.7759/cureus.26296. eCollection 2022 Jun.","Warriach ZI","Cureus","2022","2022/08/01","PMC9313050","","10.7759/cureus.26296"
"35200691","Amniotic Fluid microRNA in Severe Twin-Twin Transfusion Syndrome Cardiomyopathy-Identification of Differences and Predicting Demise","Schuchardt EL, Miyamoto SD, Crombleholme T, Karimpour-Fard A, Korst A, Neltner B, Howley LW, Cuneo B, Sucharov CC.","J Cardiovasc Dev Dis. 2022 Jan 23;9(2):37. doi: 10.3390/jcdd9020037.","Schuchardt EL","J Cardiovasc Dev Dis","2022","2022/02/24","PMC8878714","","10.3390/jcdd9020037"
"31290459","MicroRNA expression in the hippocampal CA1 region under deep hypothermic circulatory arrest","Wang XH, Yao DX, Luan XS, Wang Y, Liu HX, Liu B, Liu Y, Zhao L, Ji XM, Wang TL.","Neural Regen Res. 2019 Nov;14(11):2003-2010. doi: 10.4103/1673-5374.253174.","Wang XH","Neural Regen Res","2019","2019/07/11","PMC6676878","","10.4103/1673-5374.253174"
"31168459","MicroRNA expression profile by next-generation sequencing in a novel rat model of contrast-induced acute kidney injury","Liu Y, Liu B, Liu Y, Chen S, Yang J, Liu J, Sun G, Bei WJ, Wang K, Chen Z, Tan N, Chen J.","Ann Transl Med. 2019 Apr;7(8):178. doi: 10.21037/atm.2019.04.44.","Liu Y","Ann Transl Med","2019","2019/06/07","PMC6526253","","10.21037/atm.2019.04.44"
"35199541","Molecular basis of the effect of atorvastatin pretreatment on stem cell therapy in chronic ischemic diseases - critical limb ischemia","Adamičková A, Gažová A, Adamička M, Chomaničová N, Valašková S, Červenák Z, Šalingová B, Kyselovič J.","Physiol Res. 2021 Dec 30;70(Suppl4):S527-S533. doi: 10.33549/physiolres.934718.","Adamičková A","Physiol Res","2021","2022/02/24","PMC9054177","","10.33549/physiolres.934718"
"35601073","Differential impact of the angiotensin-converting enzyme-2 (ACE2 rs4343 G>A) and miR-196a2 rs11614913 C>T gene alterations in COVID-19 disease severity and mortality","Mir MM, Mir R, Alghamdi MAA, Alsayed BA, Elfaki I, Al Bshabshe A, Farooq R, Alhujaily M, Alharthi MH, Alamri MMS, Al-Shahrani AM.","Exp Ther Med. 2022 Jun;23(6):418. doi: 10.3892/etm.2022.11345. Epub 2022 Apr 29.","Mir MM","Exp Ther Med","2022","2022/05/23","PMC9117950","","10.3892/etm.2022.11345"
"32943906","Carvedilol Alters Circulating MiR-1 and MiR-214 in Heart Failure","Shirazi-Tehrani E, Firouzabadi N, Tamaddon G, Bahramali E, Vafadar A.","Pharmgenomics Pers Med. 2020 Sep 3;13:375-383. doi: 10.2147/PGPM.S263740. eCollection 2020.","Shirazi-Tehrani E","Pharmgenomics Pers Med","2020","2020/09/18","PMC7481348","","10.2147/PGPM.S263740"
"21654926","MicroRNAs in cardiovascular disease","Elton TS, Khan M, Terentyev D.","F1000 Med Rep. 2011;3:10. doi: 10.3410/M3-10. Epub 2011 May 3.","Elton TS","F1000 Med Rep","2011","2011/06/10","PMC3096884","","10.3410/M3-10"
"34055083","Bioinformatics identification of hub genes and signaling pathways regulated by intravenous immunoglobulin treatment in acute Kawasaki disease","Huang H, Xu L, Ding Y, Qin J, Huang C, Li X, Tang Y, Qian G, Lv H.","Exp Ther Med. 2021 Jul;22(1):784. doi: 10.3892/etm.2021.10216. Epub 2021 May 19.","Huang H","Exp Ther Med","2021","2021/05/31","PMC8145699","","10.3892/etm.2021.10216"
"28848860","MicroRNAs as Therapeutic Targets in Lung Disease: Prospects and Challenges","Sato T, Baskoro H, Rennard SI, Seyama K, Takahashi K.","Chronic Obstr Pulm Dis. 2015 Dec 14;3(1):382-388. doi: 10.15326/jcopdf.3.1.2015.0160.","Sato T","Chronic Obstr Pulm Dis","2015","2017/08/30","PMC5559119","","10.15326/jcopdf.3.1.2015.0160"
"34884909","Cardiac Remodeling and Repair: Recent Approaches, Advancements, and Future Perspective","Alam P, Maliken BD, Jones SM, Ivey MJ, Wu Z, Wang Y, Kanisicak O.","Int J Mol Sci. 2021 Dec 3;22(23):13104. doi: 10.3390/ijms222313104.","Alam P","Int J Mol Sci","2021","2021/12/10","PMC8658114","","10.3390/ijms222313104"
"25750759","Implications of miRNAs in Colorectal Cancer Chemoresistance","Ju J.","Int Drug Discov. 2011 Feb-Mar;2011:2063.","Ju J","Int Drug Discov","2011","2015/03/10","PMC4350373","NIHMS299115",""
"25419522","MicroRNAs in heart failure: Small molecules with major impact","Kalozoumi G, Yacoub M, Sanoudou D.","Glob Cardiol Sci Pract. 2014 Jun 18;2014(2):79-102. doi: 10.5339/gcsp.2014.30. eCollection 2014.","Kalozoumi G","Glob Cardiol Sci Pract","2014","2014/11/25","PMC4220439","","10.5339/gcsp.2014.30"
"34564643","Biomarkers of Uremic Cardiotoxicity","Stopic B, Dragicevic S, Medic-Brkic B, Nikolic A, Stojanovic M, Budisavljevic S, Dimkovic N.","Toxins (Basel). 2021 Sep 10;13(9):639. doi: 10.3390/toxins13090639.","Stopic B","Toxins (Basel)","2021","2021/09/26","PMC8472912","","10.3390/toxins13090639"
"26667317","Meeting report from the 2nd International Symposium on New Frontiers in Cardiovascular Research. Protecting the cardiovascular system from ischemia: between bench and bedside","Cabrera-Fuentes HA, Alba-Alba C, Aragones J, Bernhagen J, Boisvert WA, Bøtker HE, Cesarman-Maus G, Fleming I, Garcia-Dorado D, Lecour S, Liehn E, Marber MS, Marina N, Mayr M, Perez-Mendez O, Miura T, Ruiz-Meana M, Salinas-Estefanon EM, Ong SB, Schnittler HJ, Sanchez-Vega JT, Sumoza-Toledo A, Vogel CW, Yarullina D, Yellon DM, Preissner KT, Hausenloy DJ.","Basic Res Cardiol. 2016 Jan;111(1):7. doi: 10.1007/s00395-015-0527-0. Epub 2015 Dec 14.","Cabrera-Fuentes HA","Basic Res Cardiol","2016","2015/12/16","PMC4679108","","10.1007/s00395-015-0527-0"
"31579840","Circulating extracellular RNAs, myocardial remodeling, and heart failure in patients with acute coronary syndrome","Tran KV, Tanriverdi K, Aurigemma GP, Lessard D, Sardana M, Parker M, Shaikh A, Gottbrecht M, Milstone Z, Tanriverdi S, Vitseva O, Keaney JF, Kiefe CI, McManus DD, Freedman JE.","J Clin Transl Res. 2019 Jun 8;5(1):33-43. eCollection 2019 Sep 8.","Tran KV","J Clin Transl Res","2019","2019/10/04","PMC6765153","",""
"34745206","miRNA Expression Profiling Uncovers a Role of miR-139-5p in Regulating the Calcification of Human Aortic Valve Interstitial Cells","Zhang F, Cheng N, Han Y, Zhang C, Zhang H.","Front Genet. 2021 Oct 22;12:722564. doi: 10.3389/fgene.2021.722564. eCollection 2021.","Zhang F","Front Genet","2021","2021/11/08","PMC8569802","","10.3389/fgene.2021.722564"
"34513962","A Bibliometric Analysis of Exosomes in Cardiovascular Diseases From 2001 to 2021","Ma D, Guan B, Song L, Liu Q, Fan Y, Zhao L, Wang T, Zhang Z, Gao Z, Li S, Xu H.","Front Cardiovasc Med. 2021 Aug 25;8:734514. doi: 10.3389/fcvm.2021.734514. eCollection 2021.","Ma D","Front Cardiovasc Med","2021","2021/09/13","PMC8424118","","10.3389/fcvm.2021.734514"
"32429724","Qiliqiangxin improves cardiac function and attenuates cardiac remodelling in doxorubicin-induced heart failure rats","Sun X, Chen G, Xie Y, Jiang D, Han J, Chen F, Song Y.","Pharm Biol. 2020 Dec;58(1):417-426. doi: 10.1080/13880209.2020.1761403.","Sun X","Pharm Biol","2020","2020/05/21","PMC7301709","","10.1080/13880209.2020.1761403"
"24002671","Cellular and molecular mechanisms of endothelial dysfunction in diabetes","Roberts AC, Porter KE.","Diab Vasc Dis Res. 2013 Nov;10(6):472-82. doi: 10.1177/1479164113500680. Epub 2013 Sep 3.","Roberts AC","Diab Vasc Dis Res","2013","2013/09/05","","","10.1177/1479164113500680"
"20616348","Therapeutic effects of vitamin D analogs on cardiac hypertrophy in spontaneously hypertensive rats","Kong J, Kim GH, Wei M, Sun T, Li G, Liu SQ, Li X, Bhan I, Zhao Q, Thadhani R, Li YC.","Am J Pathol. 2010 Aug;177(2):622-31. doi: 10.2353/ajpath.2010.091292. Epub 2010 Jul 8.","Kong J","Am J Pathol","2010","2010/07/10","PMC2913045","","10.2353/ajpath.2010.091292"
"32131688","Exosomes From Induced Pluripotent Stem Cell-Derived Cardiomyocytes Promote Autophagy for Myocardial Repair","Santoso MR, Ikeda G, Tada Y, Jung JH, Vaskova E, Sierra RG, Gati C, Goldstone AB, von Bornstaedt D, Shukla P, Wu JC, Wakatsuki S, Woo YJ, Yang PC.","J Am Heart Assoc. 2020 Mar 17;9(6):e014345. doi: 10.1161/JAHA.119.014345. Epub 2020 Mar 5.","Santoso MR","J Am Heart Assoc","2020","2020/03/06","PMC7335524","","10.1161/JAHA.119.014345"
"30010728","Alteration in the expression of the renin-angiotensin system in the myocardium of mice conceived by in vitro fertilization","Wang Q, Zhang Y, Le F, Wang N, Zhang F, Luo Y, Lou Y, Hu M, Wang L, Thurston LM, Xu X, Jin F.","Biol Reprod. 2018 Dec 1;99(6):1276-1288. doi: 10.1093/biolre/ioy158.","Wang Q","Biol Reprod","2018","2018/07/17","PMC6299247","","10.1093/biolre/ioy158"
"29558369","UHRF1 epigenetically orchestrates smooth muscle cell plasticity in arterial disease","Elia L, Kunderfranco P, Carullo P, Vacchiano M, Farina FM, Hall IF, Mantero S, Panico C, Papait R, Condorelli G, Quintavalle M.","J Clin Invest. 2018 Jun 1;128(6):2473-2486. doi: 10.1172/JCI96121. Epub 2018 May 7.","Elia L","J Clin Invest","2018","2018/03/21","PMC5983314","","10.1172/JCI96121"
"26089361","Exosomes as potential alternatives to stem cell therapy in mediating cardiac regeneration","Ong SG, Wu JC.","Circ Res. 2015 Jun 19;117(1):7-9. doi: 10.1161/CIRCRESAHA.115.306593.","Ong SG","Circ Res","2015","2015/06/20","PMC4546704","NIHMS693389","10.1161/CIRCRESAHA.115.306593"
"33968191","Apoptosis in HUVECs induced by microRNA-616-3p via X-linked inhibitor of apoptosis protein targeting","Chen H, Liu X, Wu Y, Wu X, Wen X, Lu Y, Zhao X.","Exp Ther Med. 2021 Jun;21(6):661. doi: 10.3892/etm.2021.10093. Epub 2021 Apr 21.","Chen H","Exp Ther Med","2021","2021/05/10","PMC8097190","","10.3892/etm.2021.10093"
"33375497","The Molecular Mechanisms Associated with Aerobic Exercise-Induced Cardiac Regeneration","Bo B, Zhou Y, Zheng Q, Wang G, Zhou K, Wei J.","Biomolecules. 2020 Dec 27;11(1):19. doi: 10.3390/biom11010019.","Bo B","Biomolecules","2020","2020/12/30","PMC7823705","","10.3390/biom11010019"
"26734643","MicroRNAs in congenital heart disease","Smith T, Rajakaruna C, Caputo M, Emanueli C.","Ann Transl Med. 2015 Dec;3(21):333. doi: 10.3978/j.issn.2305-5839.2015.12.25.","Smith T","Ann Transl Med","2015","2016/01/07","PMC4690991","","10.3978/j.issn.2305-5839.2015.12.25"
"34790764","Anti-inflammatory effects of artesunate on atherosclerosis via miR-16-5p and TXNIP regulation of the NLRP3 inflammasome","Li B, Zhang Z, Fu Y.","Ann Transl Med. 2021 Oct;9(20):1558. doi: 10.21037/atm-21-4939.","Li B","Ann Transl Med","2021","2021/11/18","PMC8576697","","10.21037/atm-21-4939"
"27697141","Follicular T helper cells and IL-21 in rheumatic diseases","Rasmussen TK.","Dan Med J. 2016 Oct;63(10):B5297.","Rasmussen TK","Dan Med J","2016","2016/10/05","","",""
"34258055","Identifying a Serum Exosomal-Associated lncRNA/circRNA-miRNA-mRNA Network in Coronary Heart Disease","Mao J, Zhou Y, Lu L, Zhang P, Ren R, Wang Y, Wang J.","Cardiol Res Pract. 2021 Jun 23;2021:6682183. doi: 10.1155/2021/6682183. eCollection 2021.","Mao J","Cardiol Res Pract","2021","2021/07/14","PMC8249161","","10.1155/2021/6682183"
"29281806","Stem cell-inspired secretome-rich injectable hydrogel to repair injured cardiac tissue","Waters R, Alam P, Pacelli S, Chakravarti AR, Ahmed RPH, Paul A.","Acta Biomater. 2018 Mar 15;69:95-106. doi: 10.1016/j.actbio.2017.12.025. Epub 2017 Dec 24.","Waters R","Acta Biomater","2018","2017/12/28","PMC5831493","NIHMS930558","10.1016/j.actbio.2017.12.025"
"23197156","Diagnostic tools for hypertension and salt sensitivity testing","Felder RA, White MJ, Williams SM, Jose PA.","Curr Opin Nephrol Hypertens. 2013 Jan;22(1):65-76. doi: 10.1097/MNH.0b013e32835b3693.","Felder RA","Curr Opin Nephrol Hypertens","2013","2012/12/01","PMC3724405","NIHMS490500","10.1097/MNH.0b013e32835b3693"
"32367680","Noncoding RNAs in vascular smooth muscle cell function and neointimal hyperplasia","Maguire EM, Xiao Q.","FEBS J. 2020 Dec;287(24):5260-5283. doi: 10.1111/febs.15357. Epub 2020 May 22.","Maguire EM","FEBS J","2020","2020/05/06","","","10.1111/febs.15357"
"28852406","Regulation of Corticosteroidogenic Genes by MicroRNAs","Robertson S, Diver LA, Alvarez-Madrazo S, Livie C, Ejaz A, Fraser R, Connell JM, MacKenzie SM, Davies E.","Int J Endocrinol. 2017;2017:2021903. doi: 10.1155/2017/2021903. Epub 2017 Aug 9.","Robertson S","Int J Endocrinol","2017","2017/08/31","PMC5568613","","10.1155/2017/2021903"
"22263016","MicroRNAs: Novel Regulators of the Heart","Xiao J, Chen YH.","J Thorac Dis. 2010 Mar;2(1):43-7.","Xiao J","J Thorac Dis","2010","2012/01/21","PMC3256441","",""
"30977211","Placental DNA methylation changes in detection of tetralogy of Fallot","Bahado-Singh R, Vishweswaraiah S, Mishra NK, Guda C, Radhakrishna U.","Ultrasound Obstet Gynecol. 2020 Jun;55(6):768-775. doi: 10.1002/uog.20292.","Bahado-Singh R","Ultrasound Obstet Gynecol","2020","2019/04/13","","","10.1002/uog.20292"
"32733920","Circulating microRNA-133a in Patients With Arterial Hypertension, Hypertensive Heart Disease, and Left Ventricular Diastolic Dysfunction","Koval SM, Snihurska IO, Yushko KO, Mysnychenko OV, Penkova MY, Lytvynova OM, Berezin AE, Lytvynov VS.","Front Cardiovasc Med. 2020 Jul 7;7:104. doi: 10.3389/fcvm.2020.00104. eCollection 2020.","Koval SM","Front Cardiovasc Med","2020","2020/08/01","PMC7358430","","10.3389/fcvm.2020.00104"
"26981216","Novel epigenetic-based therapies useful in cardiovascular medicine","Napoli C, Grimaldi V, De Pascale MR, Sommese L, Infante T, Soricelli A.","World J Cardiol. 2016 Feb 26;8(2):211-9. doi: 10.4330/wjc.v8.i2.211.","Napoli C","World J Cardiol","2016","2016/03/17","PMC4766271","","10.4330/wjc.v8.i2.211"
"31934081","MicroRNA-486-5p down-regulation protects cardiomyocytes against hypoxia-induced cell injury by targeting IGF-1","Fan J, Shi S, Qiu Y, Zheng Z, Yu L.","Int J Clin Exp Pathol. 2019 Jul 1;12(7):2544-2551. eCollection 2019.","Fan J","Int J Clin Exp Pathol","2019","2020/01/15","PMC6949569","",""
"30651771","Effect of microRNA-370 on coronary atherosclerosis and its underlying mechanism","Shi X, Chen X.","Exp Ther Med. 2019 Jan;17(1):115-122. doi: 10.3892/etm.2018.6961. Epub 2018 Nov 13.","Shi X","Exp Ther Med","2019","2019/01/18","PMC6307480","","10.3892/etm.2018.6961"
"34483928","The Role of miR-181c in Mechanisms of Diabetes-Impaired Angiogenesis: An Emerging Therapeutic Target for Diabetic Vascular Complications","Solly EL, Psaltis PJ, Bursill CA, Tan JTM.","Front Pharmacol. 2021 Aug 13;12:718679. doi: 10.3389/fphar.2021.718679. eCollection 2021.","Solly EL","Front Pharmacol","2021","2021/09/06","PMC8414254","","10.3389/fphar.2021.718679"
"26981212","Micromanaging cardiac regeneration: Targeted delivery of microRNAs for cardiac repair and regeneration","Kamps JA, Krenning G.","World J Cardiol. 2016 Feb 26;8(2):163-79. doi: 10.4330/wjc.v8.i2.163.","Kamps JA","World J Cardiol","2016","2016/03/17","PMC4766267","","10.4330/wjc.v8.i2.163"
"27162794","My heart will go on-beneficial effects of anti-MiR-30 after myocardial infarction","Li Y, Maegdefessel L.","Ann Transl Med. 2016 Apr;4(7):144. doi: 10.21037/atm.2016.03.12.","Li Y","Ann Transl Med","2016","2016/05/11","PMC4842408","","10.21037/atm.2016.03.12"
"35836811","The mechanistic pathways of oxidative stress in aortic stenosis and clinical implications","Phua K, Chew NW, Kong WK, Tan RS, Ye L, Poh KK.","Theranostics. 2022 Jul 4;12(11):5189-5203. doi: 10.7150/thno.71813. eCollection 2022.","Phua K","Theranostics","2022","2022/07/15","PMC9274751","","10.7150/thno.71813"
"30103495","MicroRNAs in Cardiac Autophagy: Small Molecules and Big Role","Sun T, Li MY, Li PF, Cao JM.","Cells. 2018 Aug 11;7(8):104. doi: 10.3390/cells7080104.","Sun T","Cells","2018","2018/08/15","PMC6116024","","10.3390/cells7080104"
"25159852","Dynamic gene expression patterns in animal models of early and late heart failure reveal biphasic-bidirectional transcriptional activation of signaling pathways","Rowell J, Koitabashi N, Kass DA, Barth AS.","Physiol Genomics. 2014 Oct 15;46(20):779-87. doi: 10.1152/physiolgenomics.00054.2014. Epub 2014 Aug 26.","Rowell J","Physiol Genomics","2014","2014/08/28","PMC4200378","","10.1152/physiolgenomics.00054.2014"
"34604357","Multidimensional Mechanistic Spectrum of Long Non-coding RNAs in Heart Development and Disease","Han L, Yang L.","Front Cardiovasc Med. 2021 Sep 16;8:728746. doi: 10.3389/fcvm.2021.728746. eCollection 2021.","Han L","Front Cardiovasc Med","2021","2021/10/04","PMC8483262","","10.3389/fcvm.2021.728746"
"30675289","MicroRNA-155 affects oxidative damage through regulating autophagy in endothelial cells","Chen H, Liu Gao MY, Zhang L, He FL, Shi YK, Pan XH, Wang H.","Oncol Lett. 2019 Feb;17(2):2237-2243. doi: 10.3892/ol.2018.9860. Epub 2018 Dec 21.","Chen H","Oncol Lett","2019","2019/01/25","PMC6341854","","10.3892/ol.2018.9860"
"29143975","Sustained cardiac programming by short-term juvenile exercise training in male rats","Asif Y, Wlodek ME, Black MJ, Russell AP, Soeding PF, Wadley GD.","J Physiol. 2018 Jan 15;596(2):163-180. doi: 10.1113/JP275339. Epub 2017 Dec 18.","Asif Y","J Physiol","2018","2017/11/17","PMC5767703","","10.1113/JP275339"
"26900347","MicroRNA-410-5p as a potential serum biomarker for the diagnosis of prostate cancer","Wang J, Ye H, Zhang D, Hu Y, Yu X, Wang L, Zuo C, Yu Y, Xu G, Liu S.","Cancer Cell Int. 2016 Feb 19;16:12. doi: 10.1186/s12935-016-0285-6. eCollection 2016.","Wang J","Cancer Cell Int","2016","2016/02/23","PMC4759854","","10.1186/s12935-016-0285-6"
"32695622","MicroRNA-363-3p serves as a diagnostic biomarker of acute myocardial infarction and regulates vascular endothelial injury by targeting KLF2","Gao C, Qian H, Shi Q, Zhang H.","Cardiovasc Diagn Ther. 2020 Jun;10(3):421-430. doi: 10.21037/cdt-19-700.","Gao C","Cardiovasc Diagn Ther","2020","2020/07/23","PMC7369272","","10.21037/cdt-19-700"
"26085807","Heart Failure in Chronic Myocarditis: A Role for microRNAs?","van den Hoogen P, van den Akker F, Deddens JC, Sluijter JP.","Curr Genomics. 2015 Apr;16(2):88-94. doi: 10.2174/1389202916999150120153344.","van den Hoogen P","Curr Genomics","2015","2015/06/19","PMC4467309","","10.2174/1389202916999150120153344"
"30159418","Cardiac regenerative medicine: At the crossroad of microRNA function and biotechnology","Raso A, Dirkx E.","Noncoding RNA Res. 2017 Mar 15;2(1):27-37. doi: 10.1016/j.ncrna.2017.03.001. eCollection 2017 Mar.","Raso A","Noncoding RNA Res","2017","2018/08/31","PMC6096413","","10.1016/j.ncrna.2017.03.001"
"34122082","MicroRNAs Regulating Mitochondrial Function in Cardiac Diseases","Zhang GQ, Wang SQ, Chen Y, Fu LY, Xu YN, Li L, Tao L, Shen XC.","Front Pharmacol. 2021 May 28;12:663322. doi: 10.3389/fphar.2021.663322. eCollection 2021.","Zhang GQ","Front Pharmacol","2021","2021/06/14","PMC8194257","","10.3389/fphar.2021.663322"
"36630688","Fibrin-Enriched Cardiac Extracellular Matrix Hydrogel Promotes In Vitro Angiogenesis","Shaik R, Xu J, Wang Y, Hong Y, Zhang G.","ACS Biomater Sci Eng. 2023 Feb 13;9(2):877-888. doi: 10.1021/acsbiomaterials.2c01148. Epub 2023 Jan 11.","Shaik R","ACS Biomater Sci Eng","2023","2023/01/11","PMC10064974","NIHMS1882892","10.1021/acsbiomaterials.2c01148"
"36376331","Multi-omics HeCaToS dataset of repeated dose toxicity for cardiotoxic & hepatotoxic compounds","Verheijen M, Sarkans U, Wolski W, Jennen D, Caiment F, Kleinjans J; HeCaToS Consortium.","Sci Data. 2022 Nov 14;9(1):699. doi: 10.1038/s41597-022-01825-1.","Verheijen M","Sci Data","2022","2022/11/14","PMC9663581","","10.1038/s41597-022-01825-1"
"37487248","MicroRNA networks linked with BRCA1/2, PTEN, and common genes for Alzheimer's disease and breast cancer share highly enriched pathways that may unravel targets for the AD/BC comorbidity treatment","Petrović N, Essack M, Šami A, Perry G, Gojobori T, Isenović ER, Bajić VP.","Comput Biol Chem. 2023 Jul 16;106:107925. doi: 10.1016/j.compbiolchem.2023.107925. Online ahead of print.","Petrović N","Comput Biol Chem","2023","2023/07/24","","","10.1016/j.compbiolchem.2023.107925"
"37539226","Inhibition of microRNA-122 alleviates pyroptosis by targeting dual-specificity phosphatase 4 in myocardial ischemia/reperfusion injury","Wu H, Fu Q, Li Z, Wei H, Qin S.","Heliyon. 2023 Jul 13;9(7):e18238. doi: 10.1016/j.heliyon.2023.e18238. eCollection 2023 Jul.","Wu H","Heliyon","2023","2023/08/04","PMC10393637","","10.1016/j.heliyon.2023.e18238"
"32266263","Exercise Mediates Heart Protection via Non-coding RNAs","Zhang Y, He N, Feng B, Ye H.","Front Cell Dev Biol. 2020 Mar 20;8:182. doi: 10.3389/fcell.2020.00182. eCollection 2020.","Zhang Y","Front Cell Dev Biol","2020","2020/04/09","PMC7098911","","10.3389/fcell.2020.00182"
"37206570","Sequencing and bioinformatics analysis of miRNA from rat endplate chondrogenic exosomes","Chen XW, Li QW, Wang H.","Exp Ther Med. 2023 Apr 20;25(6):267. doi: 10.3892/etm.2023.11966. eCollection 2023 Jun.","Chen XW","Exp Ther Med","2023","2023/05/19","PMC10189748","","10.3892/etm.2023.11966"
"22355571","Drug-target network in myocardial infarction reveals multiple side effects of unrelated drugs","Azuaje FJ, Zhang L, Devaux Y, Wagner DR.","Sci Rep. 2011;1:52. doi: 10.1038/srep00052. Epub 2011 Aug 2.","Azuaje FJ","Sci Rep","2011","2012/02/23","PMC3216539","","10.1038/srep00052"
"35498051","Cardiac Remodeling After Myocardial Infarction: Functional Contribution of microRNAs to Inflammation and Fibrosis","Varzideh F, Kansakar U, Donkor K, Wilson S, Jankauskas SS, Mone P, Wang X, Lombardi A, Santulli G.","Front Cardiovasc Med. 2022 Apr 13;9:863238. doi: 10.3389/fcvm.2022.863238. eCollection 2022.","Varzideh F","Front Cardiovasc Med","2022","2022/05/02","PMC9043126","","10.3389/fcvm.2022.863238"
"29161706","Endotoxin Effects on Cardiac and Renal Functions and Cardiorenal Syndromes","Virzì GM, Clementi A, Brocca A, Ronco C.","Blood Purif. 2017;44(4):314-326. doi: 10.1159/000480424. Epub 2017 Nov 22.","Virzì GM","Blood Purif","2017","2017/11/22","","","10.1159/000480424"
"31555692","MicroRNA-188 aggravates contrast-induced apoptosis by targeting SRSF7 in novel isotonic contrast-induced acute kidney injury rat models and renal tubular epithelial cells","Liu B, Chai Y, Guo W, Lin K, Chen S, Liu J, Sun G, Chen G, Song F, He Y, Liang Y, Guo Z, Lei L, He L, Liu L, Tan N, Liu Y, Zhong S, Chen J.","Ann Transl Med. 2019 Aug;7(16):378. doi: 10.21037/atm.2019.07.20.","Liu B","Ann Transl Med","2019","2019/09/27","PMC6736821","","10.21037/atm.2019.07.20"
"34246567","Direct reprogramming as a route to cardiac repair","Garry GA, Bassel-Duby R, Olson EN.","Semin Cell Dev Biol. 2022 Feb;122:3-13. doi: 10.1016/j.semcdb.2021.05.019. Epub 2021 Jul 8.","Garry GA","Semin Cell Dev Biol","2022","2021/07/11","PMC8738780","NIHMS1706289","10.1016/j.semcdb.2021.05.019"
"34150349","Analytical design of multi-threshold and high fan-in DNA-based logical sensors to profile the pattern of MS microRNAs","Sanjabi M, Jahanian A.","Biomed Eng Lett. 2021 May 11;11(2):131-145. doi: 10.1007/s13534-021-00186-9. eCollection 2021 May.","Sanjabi M","Biomed Eng Lett","2021","2021/06/21","PMC8155178","","10.1007/s13534-021-00186-9"
"36133483","Inhibition of cardiomyocyte apoptosis post-acute myocardial infarction through the efficient delivery of microRNA-24 by silica nanoparticles","Yu H, Li Y, Zhang R, Shen M, Zhu Y, Zhang Q, Liu H, Han D, Shi X, Zhang J.","Nanoscale Adv. 2021 Sep 17;3(22):6379-6385. doi: 10.1039/d1na00568e. eCollection 2021 Nov 9.","Yu H","Nanoscale Adv","2021","2022/09/22","PMC9419883","","10.1039/d1na00568e"
